('Total Revenue', '184,903,000', '143,015,000', '110,360,000', '168,088,000', '125,843,000')
         569302 function calls (546289 primitive calls) in 6.184 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       68    0.000    0.000    0.000    0.000 status_codes.py:114(doc)
        1    0.000    0.000    0.000    0.000 cookies.py:165(<dictcomp>)
      311    0.000    0.000    0.000    0.000 css_parser.py:314(get_name)
        1    0.000    0.000    0.002    0.002 zipfile.py:1(<module>)
       62    0.000    0.000    0.000    0.000 __init__.py:25(__new__)
        1    0.000    0.000    0.018    0.018 url.py:1(<module>)
        3    0.000    0.000    0.000    0.000 socket.py:220(__init__)
       39    0.000    0.000    0.001    0.000 element.py:1822(find)
        9    0.000    0.000    0.000    0.000 _collections_abc.py:983(update)
        1    0.000    0.000    0.000    0.000 models.py:739(iter_content)
       23    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
      190    0.000    0.000    0.000    0.000 dammit.py:2377(<genexpr>)
      189    0.000    0.000    0.000    0.000 status_codes.py:115(<genexpr>)
        3    0.000    0.000    0.001    0.000 response.py:1(<module>)
        2    0.000    0.000    0.055    0.028 exceptions.py:1(<module>)
       39    0.000    0.000    0.000    0.000 parse.py:114(_coerce_args)
   103/86    0.000    0.000    0.000    0.000 typing.py:1023(__hash__)
       16    0.000    0.000    0.000    0.000 enum.py:165(__prepare__)
      132    0.000    0.000    0.000    0.000 enum.py:446(<genexpr>)
       11    0.000    0.000    0.000    0.000 queue.py:122(put)
        1    0.000    0.000    0.006    0.006 cd.py:1(<module>)
      150    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        1    0.000    0.000    0.005    0.005 cookiejar.py:1(<module>)
        1    0.000    0.000    0.024    0.024 client.py:1(<module>)
      150    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:874(create_module)
       42    0.000    0.000    0.026    0.001 element.py:1847(find_all)
        1    0.000    0.000    0.001    0.001 parse.py:1(<module>)
       29    0.000    0.000    0.000    0.000 functools.py:518(decorating_function)
        4    0.000    0.000    0.000    0.000 message.py:497(get_all)
        2    0.000    0.000    0.000    0.000 feedparser.py:218(_parsegen)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        1    0.000    0.000    0.002    0.002 shutil.py:1(<module>)
      167    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
       38    0.000    0.000    0.000    0.000 element.py:275(get_text)
      148    0.000    0.000    0.000    0.000 typing.py:1017(__eq__)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        8    0.000    0.000    0.000    0.000 message.py:462(get)
        1    0.000    0.000    0.020    0.020 ssl_.py:1(<module>)
        2    0.000    0.000    0.008    0.004 api.py:1(<module>)
       51    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
       28    0.000    0.000    0.000    0.000 typing.py:252(_deduplicate)
       16    0.000    0.000    0.000    0.000 enum.py:198(<dictcomp>)
        1    0.000    0.000    0.067    0.067 ssl_.py:355(ssl_wrap_socket)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1150(_make_netmask)
        1    0.000    0.000    0.002    0.002 ssl_.py:250(create_urllib3_context)
        1    0.000    0.000    0.000    0.000 adapters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method '_wrap_socket' of '_ssl._SSLContext' objects}
       23    0.000    0.000    0.000    0.000 threading.py:359(notify)
        1    0.000    0.000    0.600    0.600 connectionpool.py:522(urlopen)
       22    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1182(exec_module)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1619(path_hook_for_FileFinder)
      178    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(has_location)
       47    0.000    0.000    0.000    0.000 ipaddress.py:159(_split_optional_netmask)
        1    0.000    0.000    0.027    0.027 compat.py:1(<module>)
        1    0.000    0.000    0.001    0.001 sessions.py:1(<module>)
       15    0.000    0.000    0.001    0.000 typing.py:522(Optional)
       19    0.000    0.000    0.000    0.000 _policybase.py:293(header_source_parse)
        1    0.000    0.000    0.001    0.001 resources.py:1(<module>)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
        1    0.000    0.000    0.037    0.037 css_parser.py:431(CSSParser)
        9    0.000    0.000    0.000    0.000 __init__.py:1315(getLogger)
       13    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
        1    0.000    0.000    0.000    0.000 client.py:206(_read_headers)
        1    0.000    0.000    0.000    0.000 css_match.py:78(_DocumentNav)
       85    0.000    0.000    0.000    0.000 typing.py:514(<genexpr>)
        2    0.000    0.000    0.003    0.001 core.py:1(<module>)
       18    0.000    0.000    0.000    0.000 _collections_abc.py:813(get)
        1    0.000    0.000    0.000    0.000 dammit.py:2765(UnicodeDammit)
        1    0.000    0.000    0.001    0.001 pathlib.py:1(<module>)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1275(__init__)
      162    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
       16    0.000    0.000    0.000    0.000 enum.py:569(_check_for_existing_members)
      257    0.000    0.000    0.000    0.000 hmac.py:20(<genexpr>)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
       12    0.000    0.000    0.000    0.000 queue.py:154(get)
       32    0.000    0.000    0.183    0.006 response.py:558(stream)
       40    0.000    0.000    0.000    0.000 structures.py:48(__setitem__)
        1    0.000    0.000    0.073    0.073 __init__.py:117(__init__)
       15    0.000    0.000    0.035    0.002 css_parser.py:308(__init__)
        1    0.000    0.000    0.059    0.059 ssl.py:1013(_create)
        1    0.000    0.000    0.058    0.058 connection.py:37(create_connection)
        2    0.000    0.000    0.000    0.000 {function socket.close at 0x10fd33910}
       42    0.000    0.000    0.000    0.000 element.py:2242(__init__)
        1    0.000    0.000    0.785    0.785 sessions.py:613(send)
        1    0.000    0.000    0.000    0.000 poolmanager.py:1(<module>)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1589(_make_netmask)
      127    0.000    0.000    0.000    0.000 ssl.py:124(<lambda>)
      159    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
      145    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
    43/28    0.000    0.000    0.001    0.000 typing.py:400(__getitem__)
      127    0.000    0.000    0.000    0.000 ssl.py:144(<lambda>)
       98    0.000    0.000    0.000    0.000 constant.py:342(<lambda>)
       23    0.000    0.000    0.000    0.000 _collections.py:156(__getitem__)
        1    0.000    0.000    0.000    0.000 abc.py:1(<module>)
        1    0.000    0.000    0.003    0.003 header.py:1(<module>)
        4    0.000    0.000    0.000    0.000 threading.py:236(__init__)
       53    0.000    0.000    0.000    0.000 six.py:178(_add_module)
      127    0.000    0.000    0.000    0.000 ssl.py:134(<lambda>)
        2    0.000    0.000    0.000    0.000 cookiejar.py:762(__init__)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1176(_ip_int_from_string)
        1    0.000    0.000    0.601    0.601 adapters.py:395(send)
      127    0.000    0.000    0.000    0.000 ssl.py:149(<lambda>)
        1    0.000    0.000    0.068    0.068 request.py:2556(_proxy_bypass_macosx_sysconf)
      127    0.000    0.000    0.000    0.000 ssl.py:139(<lambda>)
      127    0.000    0.000    0.000    0.000 ssl.py:129(<lambda>)
      150    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1065(get_filename)
        1    0.000    0.000    0.000    0.000 retry.py:1(<module>)
        2    0.000    0.000    0.000    0.000 cookiejar.py:467(parse_ns_headers)
      100    0.000    0.000    0.000    0.000 typing.py:702(__eq__)
        1    0.000    0.000    0.599    0.599 connectionpool.py:361(_make_request)
        1    0.000    0.000    0.009    0.009 css_match.py:1(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:1(<module>)
       70    0.000    0.000    0.000    0.000 typing.py:1126(<genexpr>)
        2    0.000    0.000    0.018    0.009 parser.py:1(<module>)
      106    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.111    0.111 element.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connectionpool.py:169(__init__)
       89    0.000    0.000    0.000    0.000 __init__.py:402(<genexpr>)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1713(_parse_hextet)
      136    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1491(<genexpr>)
       65    0.000    0.000    0.000    0.000 typing.py:1225(__eq__)
        1    0.000    0.000    0.472    0.472 client.py:311(begin)
        1    0.000    0.000    0.001    0.001 ntpath.py:1(<module>)
        1    0.000    0.000    0.471    0.471 client.py:278(_read_status)
       24    0.000    0.000    0.000    0.000 typing.py:1230(__hash__)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1604(make_cookies)
        4    0.000    0.000    0.000    0.000 url.py:274(_normalize_host)
       94    0.000    0.000    0.000    0.000 {built-in method builtins.all}
       46    0.000    0.000    0.000    0.000 six.py:108(__init__)
        1    0.000    0.000    0.001    0.001 md.py:1(<module>)
       27    0.000    0.000    0.000    0.000 _policybase.py:281(_sanitize_header)
       16    0.000    0.000    0.000    0.000 typing.py:661(__init__)
       25    0.000    0.000    0.000    0.000 ipaddress.py:477(_prefix_from_prefix_string)
        1    0.000    0.000    0.004    0.004 _htmlparser.py:1(<module>)
      134    0.000    0.000    0.000    0.000 six.py:92(__init__)
    65/34    0.000    0.000    0.000    0.000 abc.py:121(__subclasscheck__)
        1    0.000    0.000    0.001    0.001 _common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:1(<module>)
        1    0.000    0.000    0.001    0.001 selectors.py:1(<module>)
        4    0.000    0.000    0.000    0.000 ssl_match_hostname.py:25(_dnsname_match)
       16    0.000    0.000    0.000    0.000 enum.py:82(__init__)
      101    0.000    0.000    0.000    0.000 enum.py:559(<lambda>)
        9    0.000    0.000    0.000    0.000 __init__.py:1435(__init__)
        8    0.000    0.000    0.000    0.000 __init__.py:1366(_fixupParents)
       19    0.000    0.000    0.000    0.000 _collections.py:215(add)
        1    0.000    0.000    0.000    0.000 poolmanager.py:79(_default_key_normalizer)
       14    0.000    0.000    0.000    0.000 css_parser.py:461(__init__)
        2    0.000    0.000    0.001    0.000 queue.py:1(<module>)
        1    0.000    0.000    0.004    0.004 css_types.py:1(<module>)
        7    0.000    0.000    0.000    0.000 structures.py:42(__init__)
       63    0.000    0.000    0.000    0.000 {method 'rindex' of 'str' objects}
       38    0.000    0.000    0.000    0.000 element.py:294(<listcomp>)
       14    0.000    0.000    0.014    0.001 css_parser.py:1156(process_selectors)
       22    0.000    0.000    0.000    0.000 feedparser.py:78(readline)
       29    0.000    0.000    0.000    0.000 functools.py:479(lru_cache)
        1    0.000    0.000    0.000    0.000 css_match.py:481(CSSMatch)
       69    0.000    0.000    0.000    0.000 status_codes.py:120(<genexpr>)
        1    0.000    0.000    0.000    0.000 os.py:48(<listcomp>)
        1    0.000    0.000    0.003    0.003 tempfile.py:1(<module>)
        2    0.000    0.000    0.000    0.000 request.py:2572(ip2num)
        1    0.000    0.000    5.962    5.962 financial.py:37(result)
        1    0.000    0.000    0.000    0.000 response.py:198(__init__)
        1    0.000    0.000    0.001    0.001 ipaddress.py:1(<module>)
        7    0.000    0.000    0.000    0.000 sessions.py:50(merge_setting)
        1    0.000    0.000    0.000    0.000 {method 'write' of '_ssl._SSLSocket' objects}
        9    0.000    0.000    0.000    0.000 url.py:302(_idna_encode)
        1    0.000    0.000    0.000    0.000 ssl.py:561(set_alpn_protocols)
        1    0.000    0.000    0.000    0.000 socket.py:302(makefile)
        9    0.000    0.000    0.000    0.000 __init__.py:2071(getLogger)
        1    0.000    0.000    0.000    0.000 mimetypes.py:401(_default_mime_types)
        1    0.000    0.000    0.000    0.000 models.py:606(__init__)
        5    0.000    0.000    0.000    0.000 client.py:1238(putheader)
        1    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
        1    0.000    0.000    0.014    0.014 feedparser.py:1(<module>)
        4    0.000    0.000    0.000    0.000 idna.py:147(encode)
        3    0.000    0.000    0.000    0.000 pathlib.py:56(parse_parts)
       13    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       12    0.000    0.000    0.000    0.000 enum.py:937(_missing_)
        1    0.000    0.000    0.000    0.000 connection.py:297(__init__)
        1    0.000    0.000    0.000    0.000 models.py:177(register_hook)
       27    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 element.py:151(PageElement)
        1    0.000    0.000    0.000    0.000 parser.py:95(reset)
       16    0.000    0.000    0.000    0.000 enum.py:423(__getattr__)
       20    0.000    0.000    0.000    0.000 __init__.py:219(_acquireLock)
        7    0.000    0.000    0.000    0.000 utils.py:322(to_key_val_list)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
       43    0.000    0.000    0.000    0.000 typing.py:1217(<genexpr>)
      127    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 lzma.py:1(<module>)
       32    0.000    0.000    0.000    0.000 typing.py:222(_check_generic)
        1    0.000    0.000    0.001    0.001 decoder.py:1(<module>)
        6    0.000    0.000    0.000    0.000 abc.py:21(_register)
        3    0.000    0.000    0.000    0.000 typing.py:1527(__init_subclass__)
        2    0.000    0.000    0.001    0.001 _collections.py:92(clear)
       61    0.000    0.000    0.000    0.000 dammit.py:2409(<listcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
        6    0.000    0.000    0.000    0.000 typing.py:1328(__init_subclass__)
       29    0.000    0.000    0.000    0.000 ipaddress.py:1846(_split_scope_id)
        5    0.000    0.000    0.000    0.000 __init__.py:872(__init__)
        1    0.000    0.000    0.001    0.001 message.py:1(<module>)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1491(_cookie_from_cookie_tuple)
        2    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
        1    0.000    0.000    0.000    0.000 parser.py:41(parse)
        1    0.000    0.000    0.000    0.000 mimetypes.py:1(<module>)
       24    0.000    0.000    0.000    0.000 threading.py:264(__enter__)
        6    0.000    0.000    0.025    0.004 <frozen importlib._bootstrap>:421(spec_from_loader)
        8    0.000    0.000    0.000    0.000 parse.py:159(hostname)
        1    0.000    0.000    0.000    0.000 charset.py:1(<module>)
        1    0.000    0.000    0.001    0.001 filepost.py:1(<module>)
        2    0.000    0.000    0.000    0.000 cookiejar.py:950(set_ok)
        1    0.000    0.000    0.000    0.000 base64.py:1(<module>)
        9    0.000    0.000    0.000    0.000 url.py:303(<listcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:538(PurePath)
        1    0.000    0.000    0.000    0.000 fields.py:74(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
        1    0.000    0.000    0.858    0.858 sessions.py:457(request)
       28    0.000    0.000    0.000    0.000 utils.py:51(_has_surrogates)
        1    0.000    0.000    0.072    0.072 sessions.py:691(merge_environment_settings)
       78    0.000    0.000    0.000    0.000 element.py:1536(__eq__)
        5    0.000    0.000    0.000    0.000 parse.py:889(quote_from_bytes)
        1    0.000    0.000    0.001    0.001 bz2.py:1(<module>)
        2    0.000    0.000    0.000    0.000 cookiejar.py:151(_str2time)
        1    0.000    0.000    0.040    0.040 formatter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:1563(datetime)
        1    0.000    0.000    0.000    0.000 auth.py:1(<module>)
       24    0.000    0.000    0.000    0.000 structures.py:53(__getitem__)
        1    0.000    0.000    0.000    0.000 legacy.py:1(<module>)
       50    0.000    0.000    0.000    0.000 enum.py:245(<genexpr>)
        1    0.000    0.000    0.000    0.000 selectors.py:584(_can_use)
        1    0.000    0.000    0.000    0.000 ssl.py:1001(SSLSocket)
       23    0.000    0.000    0.000    0.000 threading.py:279(_is_owned)
       65    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
       22    0.000    0.000    0.000    0.000 feedparser.py:128(__next__)
        1    0.000    0.000    0.000    0.000 models.py:14(CharsetMatch)
        1    0.000    0.000    0.000    0.000 parser.py:59(parsestr)
        8    0.000    0.000    0.000    0.000 sre_parse.py:861(_parse_flags)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2257(_IPv6Constants)
        1    0.000    0.000    0.000    0.000 _collections.py:1(<module>)
        1    0.000    0.000    0.001    0.001 adapters.py:256(build_response)
        8    0.000    0.000    0.000    0.000 parse.py:201(_hostinfo)
        1    0.000    0.000    0.000    0.000 __init__.py:6(HTTPStatus)
        1    0.000    0.000    0.000    0.000 client.py:1284(_send_request)
       22    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1163(__init__)
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
       36    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        4    0.000    0.000    0.000    0.000 cookiejar.py:1266(__init__)
        1    0.000    0.000    0.000    0.000 feedparser.py:101(push)
       89    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        2    0.000    0.000    0.000    0.000 cookiejar.py:1016(set_ok_domain)
       24    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        4    0.000    0.000    0.000    0.000 cookiejar.py:1394(_normalized_cookie_tuples)
        1    0.000    0.000    0.000    0.000 response.py:584(from_httplib)
        7    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
       63    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 _collections.py:231(extend)
        2    0.000    0.000    0.000    0.000 utils.py:811(select_proxy)
        2    0.000    0.000    0.000    0.000 client.py:417(close)
        2    0.000    0.000    0.001    0.000 cookiejar.py:1685(extract_cookies)
       24    0.000    0.000    0.000    0.000 threading.py:267(__exit__)
        1    0.000    0.000    0.000    0.000 element.py:1144(Tag)
        1    0.000    0.000    0.128    0.128 connectionpool.py:1032(_validate_conn)
        1    0.000    0.000    0.000    0.000 heapq.py:1(<module>)
        1    0.000    0.000    0.000    0.000 six.py:957(wrapper)
        3    0.000    0.000    0.000    0.000 posixpath.py:228(expanduser)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        4    0.000    0.000    0.000    0.000 message.py:564(get_content_type)
        1    0.000    0.000    0.000    0.000 __init__.py:454(reset)
        1    0.000    0.000    0.000    0.000 message.py:105(Message)
       18    0.000    0.000    0.000    0.000 six.py:1015(ensure_text)
        1    0.000    0.000    0.000    0.000 ssl.py:479(SSLContext)
        3    0.000    0.000    0.000    0.000 retry.py:243(__init__)
        3    0.000    0.000    0.000    0.000 url.py:244(_remove_path_dot_segments)
        1    0.000    0.000    0.000    0.000 ipaddress.py:674(_BaseNetwork)
        1    0.000    0.000    0.000    0.000 response.py:417(_flush_decoder)
       20    0.000    0.000    0.000    0.000 __init__.py:228(_releaseLock)
        1    0.000    0.000    0.000    0.000 status_codes.py:1(<module>)
        1    0.000    0.000    0.002    0.002 pretty.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connection.py:119(_has_ipv6)
        5    0.000    0.000    0.001    0.000 six.py:95(__get__)
        4    0.000    0.000    0.000    0.000 timeout.py:102(__init__)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
       27    0.000    0.000    0.000    0.000 _policybase.py:311(header_fetch_parse)
        1    0.000    0.000    0.012    0.012 _policybase.py:1(<module>)
       87    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
       12    0.000    0.000    0.000    0.000 enum.py:442(__iter__)
        1    0.000    0.000    0.000    0.000 css_parser.py:676(parse_pseudo_nth)
       94    0.000    0.000    0.000    0.000 ipaddress.py:577(__int__)
        2    0.000    0.000    0.001    0.000 cookies.py:118(extract_cookies_to_jar)
        1    0.000    0.000    0.000    0.000 client.py:837(__init__)
        1    0.000    0.000    0.000    0.000 client.py:224(parse_headers)
        1    0.000    0.000    0.001    0.001 fields.py:1(<module>)
        3    0.000    0.000    0.000    0.000 cookies.py:508(cookiejar_from_dict)
        1    0.000    0.000    0.059    0.059 ssl.py:1334(do_handshake)
        1    0.000    0.000    0.001    0.001 utils.py:179(get_netrc_auth)
        1    0.000    0.000    0.000    0.000 wait.py:1(<module>)
        1    0.000    0.000    0.000    0.000 response.py:638(closed)
        1    0.000    0.000    0.001    0.001 sessions.py:417(prepare_request)
        1    0.000    0.000    0.000    0.000 feedparser.py:139(__init__)
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 models.py:360(prepare_url)
        4    0.000    0.000    0.000    0.000 six.py:201(load_module)
       10    0.000    0.000    0.000    0.000 threading.py:90(RLock)
        2    0.000    0.000    0.000    0.000 cookiejar.py:233(http2time)
        1    0.000    0.000    0.000    0.000 fnmatch.py:80(translate)
        1    0.000    0.000    0.000    0.000 connection.py:231(request)
       20    0.000    0.000    0.025    0.001 six.py:190(find_spec)
       19    0.000    0.000    0.000    0.000 message.py:479(set_raw)
       26    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 ipaddress.py:1569(_BaseV6)
       25    0.000    0.000    0.000    0.000 ipaddress.py:434(_ip_int_from_prefix)
        1    0.000    0.000    0.860    0.860 api.py:16(request)
        1    0.000    0.000    0.000    0.000 socks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        2    0.000    0.000    0.000    0.000 functools.py:800(singledispatch)
        1    0.000    0.000    0.000    0.000 ssl.py:840(SSLObject)
        1    0.000    0.000    0.018    0.018 css_parser.py:328(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
        8    0.000    0.000    0.000    0.000 {method 'subn' of 're.Pattern' objects}
        1    0.000    0.000    0.001    0.001 socket.py:938(getaddrinfo)
        4    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
        5    0.000    0.000    0.000    0.000 connection.py:221(putheader)
        3    0.000    0.000    0.184    0.061 models.py:825(content)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    0.000    0.000 connectionpool.py:912(__init__)
       11    0.000    0.000    0.000    0.000 io.py:60(__getattr__)
        1    0.000    0.000    0.071    0.071 utils.py:738(should_bypass_proxies)
        1    0.000    0.000    0.000    0.000 ssl_match_hostname.py:98(match_hostname)
        1    0.000    0.000    0.000    0.000 ssltransport.py:1(<module>)
       11    0.000    0.000    0.000    0.000 queue.py:18(_put)
      110    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
      105    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 client.py:789(HTTPConnection)
        1    0.000    0.000    0.000    0.000 pathlib.py:943(Path)
        4    0.000    0.000    0.000    0.000 cookiejar.py:621(request_host)
        1    0.000    0.000    0.000    0.000 client.py:1082(putrequest)
        1    0.000    0.000    0.860    0.860 api.py:64(get)
        1    0.000    0.000    0.000    0.000 connectionpool.py:996(_new_conn)
       37    0.000    0.000    0.000    0.000 _collections_abc.py:409(__subclasshook__)
        1    0.000    0.000    0.001    0.001 string.py:1(<module>)
        1    0.000    0.000    0.000    0.000 idna.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:2185(timezone)
        1    0.000    0.000    0.000    0.000 css_types.py:183(Selector)
        1    0.000    0.000    0.000    0.000 zipfile.py:1181(ZipFile)
        1    0.000    0.000    0.000    0.000 queue.py:34(__init__)
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
        3    0.000    0.000    0.000    0.000 url.py:91(__new__)
        1    0.000    0.000    0.058    0.058 connection.py:161(_new_conn)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
        5    0.000    0.000    0.000    0.000 contextlib.py:252(contextmanager)
        2    0.000    0.000    0.000    0.000 ssl_.py:457(is_ipaddress)
       23    0.000    0.000    0.000    0.000 queue.py:15(_qsize)
       24    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 datetime.py:762(date)
        1    0.000    0.000    0.000    0.000 cookies.py:254(Morsel)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1251(CookieJar)
       42    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        1    0.000    0.000    0.000    0.000 sessions.py:349(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1535(_IPv4Constants)
        1    0.000    0.000    0.000    0.000 connection.py:115(__init__)
        1    0.000    0.000    0.000    0.000 tempfile.py:638(SpooledTemporaryFile)
        1    0.000    0.000    0.001    0.001 __meta__.py:1(<module>)
        1    0.000    0.000    0.000    0.000 models.py:312(prepare)
        1    0.000    0.000    0.000    0.000 shlex.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        5    0.000    0.000    0.000    0.000 parse.py:818(quote)
        4    0.000    0.000    0.000    0.000 cookiejar.py:885(__init__)
       19    0.000    0.000    0.000    0.000 {method 'setdefault' of 'collections.OrderedDict' objects}
        2    0.000    0.000    0.000    0.000 parse.py:505(urlunsplit)
        1    0.000    0.000    0.000    0.000 __init__.py:71(search_function)
       14    0.000    0.000    0.000    0.000 __init__.py:786(__init__)
        7    0.000    0.000    0.000    0.000 {built-in method time.time}
        5    0.000    0.000    0.000    0.000 __init__.py:853(_addHandlerRef)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1227(vals_sorted_by_key)
        1    0.000    0.000    0.001    0.001 adapters.py:293(get_connection)
        1    0.000    0.000    0.000    0.000 encoders.py:1(<module>)
        2    0.000    0.000    0.000    0.000 ssl.py:727(verify_mode)
        1    0.000    0.000    0.000    0.000 poolmanager.py:263(connection_from_pool_key)
        1    0.000    0.000    0.000    0.000 feedparser.py:53(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:112(_WindowsFlavour)
       20    0.000    0.000    0.000    0.000 _collections.py:187(__iter__)
        1    0.000    0.000    0.000    0.000 message.py:459(<listcomp>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:28(ip_address)
        2    0.000    0.000    0.000    0.000 contextlib.py:139(__exit__)
       24    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 ssl.py:1225(sendall)
        5    0.000    0.000    0.000    0.000 datetime.py:384(_check_date_fields)
        7    0.000    0.000    0.000    0.000 _collections_abc.py:820(__contains__)
        8    0.000    0.000    0.000    0.000 formatter.py:49(__init__)
        1    0.000    0.000    0.000    0.000 _lxml.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base64mime.py:1(<module>)
       96    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
       15    0.000    0.000    0.000    0.000 __init__.py:193(_checkLevel)
        1    0.000    0.000    0.000    0.000 _collections.py:54(__getitem__)
        1    0.000    0.000    0.000    0.000 adapters.py:330(request_url)
        6    0.000    0.000    0.000    0.000 socket.py:99(_intenum_converter)
       24    0.000    0.000    0.000    0.000 abc.py:110(register)
        1    0.000    0.000    0.000    0.000 struct.py:1(<module>)
        1    0.000    0.000    0.000    0.000 request.py:317(Request)
        8    0.000    0.000    0.000    0.000 _collections_abc.py:832(items)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:52(<listcomp>)
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        5    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
       39    0.000    0.000    0.000    0.000 parse.py:103(_noop)
