('Total Revenue', '184,903,000', '143,015,000', '110,360,000', '168,088,000', '125,843,000')
         661467 function calls (635819 primitive calls) in 1.271 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      157    0.000    0.000    0.000    0.000 {method 'difference' of 'set' objects}
        1    0.000    0.000    0.000    0.000 tempfile.py:638(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 events.py:98(TimerHandle)
        1    0.000    0.000    0.004    0.004 socket.py:1(<module>)
      731    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
       69    0.000    0.000    0.000    0.000 css_types.py:251(__init__)
        1    0.000    0.000    0.000    0.000 {method '_wrap_socket' of '_ssl._SSLContext' objects}
        2    0.000    0.000    0.009    0.004 utils.py:1(<module>)
      243    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        2    0.000    0.000    0.049    0.024 connection.py:1(<module>)
       50    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
       63    0.000    0.000    0.000    0.000 dataclasses.py:825(_set_new_attribute)
       26    0.000    0.000    0.012    0.000 <frozen importlib._bootstrap_external>:1174(create_module)
      462    0.000    0.000    0.000    0.000 css_types.py:72(__hash__)
       66    0.000    0.000    0.002    0.000 _htmlparser.py:104(handle_startendtag)
        1    0.000    0.000    0.000    0.000 streams.py:295(StreamWriter)
        1    0.000    0.000    0.172    0.172 _client.py:1(<module>)
       28    0.000    0.000    0.000    0.000 ipaddress.py:2181(__init__)
       69    0.000    0.000    0.000    0.000 dataclasses.py:818(_set_qualname)
        1    0.000    0.000    0.100    0.100 financial_enhanced.py:25(page_parser)
        1    0.000    0.000    0.005    0.005 ssl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
       77    0.000    0.000    0.000    0.000 os.py:674(__getitem__)
      158    0.000    0.000    0.001    0.000 typing.py:1217(<genexpr>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1569(_BaseV6)
       39    0.000    0.000    0.001    0.000 element.py:1518(__getattr__)
        2    0.000    0.000    0.001    0.001 subprocess.py:1(<module>)
      265    0.000    0.000    0.000    0.000 enum.py:801(value)
       15    0.000    0.000    0.000    0.000 abc.py:146(update_abstractmethods)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x1048a7ac0}
       25    0.000    0.000    0.000    0.000 enum.py:198(<dictcomp>)
      243    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        1    0.000    0.000    0.033    0.033 request.py:1(<module>)
       45    0.000    0.000    0.000    0.000 _util.py:83(validate)
        1    0.000    0.000    0.059    0.059 ssl.py:1013(_create)
       52    0.000    0.000    0.003    0.000 css_parser.py:1113(<listcomp>)
        2    0.000    0.000    0.045    0.023 _synchronization.py:1(<module>)
        2    0.000    0.000    0.000    0.000 http_proxy.py:1(<module>)
      293    0.000    0.000    0.000    0.000 ssl.py:1108(_checkClosed)
      322    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
       28    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1619(path_hook_for_FileFinder)
        2    0.000    0.000    0.223    0.112 _api.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _status_codes.py:1(<module>)
       86    0.000    0.000    0.000    0.000 re.py:269(escape)
        1    0.000    0.000    0.000    0.000 abnf_regexp.py:1(<module>)
        5    0.000    0.000    0.000    0.000 inspect.py:2276(_signature_from_function)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       21    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       25    0.000    0.000    0.000    0.000 enum.py:569(_check_for_existing_members)
        2    0.000    0.000    0.003    0.002 _streams.py:1(<module>)
       79    0.000    0.000    0.000    0.000 element.py:389(_last_descendant)
       43    0.000    0.000    0.000    0.000 ipaddress.py:1881(__init__)
      162    0.000    0.000    0.000    0.000 _connection.py:175(our_state)
        1    0.000    0.000    0.000    0.000 {method 'set_ciphers' of '_ssl._SSLContext' objects}
        2    0.000    0.000    0.003    0.002 _utils.py:1(<module>)
       34    0.000    0.000    0.000    0.000 typing.py:1090(__mro_entries__)
      170    0.000    0.000    0.000    0.000 typing.py:710(__hash__)
      240    0.000    0.000    0.000    0.000 typing.py:218(<listcomp>)
        1    0.000    0.000    0.000    0.000 quoprimime.py:1(<module>)
       76    0.000    0.000    0.000    0.000 element.py:1330(_all_strings)
       47    0.000    0.000    0.000    0.000 ipaddress.py:536(_split_addr_prefix)
      271    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(has_location)
       39    0.000    0.000    0.001    0.000 element.py:1822(find)
      190    0.000    0.000    0.000    0.000 dammit.py:2377(<genexpr>)
        1    0.000    0.000    0.004    0.004 cd.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _headers.py:119(normalize_and_validate)
      311    0.000    0.000    0.000    0.000 css_parser.py:314(get_name)
        1    0.000    0.000    0.010    0.010 base_events.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _fileio.py:184(Path)
        1    0.000    0.000    0.002    0.002 _types.py:1(<module>)
        2    0.000    0.000    0.046    0.023 api.py:1(<module>)
       21    0.000    0.000    0.001    0.000 typing.py:1191(__getitem_inner__)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1468(__init__)
       15    0.000    0.000    0.001    0.000 dataclasses.py:588(_repr_fn)
       86    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        9    0.000    0.000    0.000    0.000 pathlib.py:56(parse_parts)
       22    0.000    0.000    0.000    0.000 _receivebuffer.py:86(maybe_extract_next_line)
        6    0.000    0.000    0.000    0.000 normalizers.py:145(encode_component)
      224    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1491(<genexpr>)
      123    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
      165    0.000    0.000    0.000    0.000 dataclasses.py:426(<genexpr>)
        1    0.000    0.000    0.001    0.001 parse.py:1(<module>)
      243    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1065(get_filename)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        1    0.000    0.000    0.180    0.180 connection.py:92(_connect)
       62    0.000    0.000    0.000    0.000 __init__.py:25(__new__)
      146    0.000    0.000    0.000    0.000 enum.py:446(<genexpr>)
        2    0.000    0.000    0.007    0.003 http11.py:1(<module>)
       42    0.000    0.000    0.027    0.001 element.py:1847(find_all)
        1    0.000    0.000    0.002    0.002 shutil.py:1(<module>)
       25    0.000    0.000    0.000    0.000 enum.py:82(__init__)
       29    0.000    0.000    0.000    0.000 functools.py:518(decorating_function)
        1    0.000    0.000    0.006    0.006 cookiejar.py:1(<module>)
        1    0.000    0.000    0.009    0.009 css_match.py:1(<module>)
        3    0.000    0.000    0.001    0.000 _exceptions.py:1(<module>)
       26    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1182(exec_module)
        1    0.000    0.000    0.000    0.000 _client.py:566(Client)
      243    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:874(create_module)
       77    0.000    0.000    0.000    0.000 os.py:754(encode)
        1    0.000    0.000    0.038    0.038 css_parser.py:431(CSSParser)
       15    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
        1    0.000    0.000    0.029    0.029 _fileio.py:1(<module>)
      171    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.020    0.020 client.py:1(<module>)
       38    0.000    0.000    0.000    0.000 element.py:275(get_text)
  128/127    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
       26    0.000    0.000    0.000    0.000 typing.py:718(__init__)
        3    0.000    0.000    0.001    0.000 _compat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 zipfile.py:1(<module>)
        1    0.000    0.000    0.015    0.015 from_thread.py:1(<module>)
        2    0.000    0.000    0.000    0.000 connection_pool.py:1(<module>)
       21    0.000    0.000    0.000    0.000 typing.py:1171(copy_with)
        8    0.000    0.000    0.000    0.000 enum.py:947(_create_pseudo_member_)
       15    0.000    0.000    0.000    0.000 dataclasses.py:393(_recursive_repr)
       69    0.000    0.000    0.000    0.000 signal.py:9(<lambda>)
      136    0.000    0.000    0.000    0.000 os.py:758(decode)
        1    0.000    0.000    0.000    0.000 dammit.py:2765(UnicodeDammit)
       62    0.000    0.000    0.000    0.000 _status_codes.py:24(__new__)
       15    0.000    0.000    0.036    0.002 css_parser.py:308(__init__)
       68    0.000    0.000    0.000    0.000 _collections_abc.py:901(__iter__)
      100    0.000    0.000    0.000    0.000 _models.py:857(encoding)
        1    0.000    0.000    0.000    0.000 css_match.py:78(_DocumentNav)
      268    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        2    0.000    0.000    0.002    0.001 _subprocesses.py:1(<module>)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        1    0.000    0.000    0.009    0.009 _content.py:1(<module>)
      193    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.001    0.001 pathlib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tasks.py:1(<module>)
       65    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 request.py:2488(getproxies_environment)
        1    0.000    0.000    0.000    0.000 _client.py:1277(AsyncClient)
        1    0.000    0.000    0.000    0.000 encoder.py:1(<module>)
        1    0.000    0.000    0.506    0.506 http11.py:52(handle_request)
        1    0.000    0.000    0.001    0.001 _client.py:154(BaseClient)
       86    0.000    0.000    0.000    0.000 _models.py:23(enforce_bytes)
       37    0.000    0.000    0.000    0.000 dataclasses.py:450(_field_init)
        1    0.000    0.000    0.001    0.001 unix_events.py:1(<module>)
      155    0.000    0.000    0.000    0.000 _events.py:73(_validate)
        1    0.000    0.000    0.055    0.055 default.py:1(<module>)
        2    0.000    0.000    0.000    0.000 socket.py:220(__init__)
      138    0.000    0.000    0.000    0.000 enum.py:559(<lambda>)
        1    0.000    0.000    0.004    0.004 _connection.py:1(<module>)
       42    0.000    0.000    0.000    0.000 element.py:2242(__init__)
       36    0.000    0.000    0.000    0.000 message.py:393(__setitem__)
        1    0.000    0.000    0.000    0.000 calendar.py:1(<module>)
       47    0.000    0.000    0.000    0.000 ipaddress.py:159(_split_optional_netmask)
       10    0.000    0.000    0.000    0.000 inspect.py:2913(__init__)
        3    0.000    0.000    0.000    0.000 _receivebuffer.py:103(maybe_extract_lines)
        2    0.000    0.000    0.003    0.001 core.py:1(<module>)
       15    0.000    0.000    0.000    0.000 dataclasses.py:370(_fields_in_init_order)
        1    0.000    0.000    0.002    0.002 _readers.py:1(<module>)
      124    0.000    0.000    0.000    0.000 {built-in method sys.intern}
       30    0.000    0.000    0.000    0.000 ipaddress.py:1275(__init__)
        1    0.000    0.000    0.002    0.002 memory.py:1(<module>)
       89    0.000    0.000    0.000    0.000 __init__.py:402(<genexpr>)
        1    0.000    0.000    0.001    0.001 resources.py:1(<module>)
       37    0.000    0.000    0.000    0.000 dataclasses.py:346(field)
       37    0.000    0.000    0.000    0.000 dataclasses.py:266(__init__)
      127    0.000    0.000    0.000    0.000 ssl.py:124(<lambda>)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1589(_make_netmask)
        6    0.000    0.000    0.001    0.000 dataclasses.py:599(_frozen_get_del_attr)
      127    0.000    0.000    0.000    0.000 ssl.py:134(<lambda>)
       98    0.000    0.000    0.000    0.000 constant.py:342(<lambda>)
        1    0.000    0.000    0.038    0.038 misc.py:1(<module>)
      100    0.000    0.000    0.000    0.000 {built-in method builtins.all}
      127    0.000    0.000    0.000    0.000 ssl.py:144(<lambda>)
        6    0.000    0.000    0.000    0.000 __init__.py:1315(getLogger)
      127    0.000    0.000    0.000    0.000 ssl.py:149(<lambda>)
      127    0.000    0.000    0.000    0.000 ssl.py:129(<lambda>)
        1    0.000    0.000    0.110    0.110 _auth.py:1(<module>)
        1    0.000    0.000    0.001    0.001 signal.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _models.py:1200(Response)
        1    0.000    0.000    0.115    0.115 element.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _eventloop.py:1(<module>)
      127    0.000    0.000    0.000    0.000 ssl.py:139(<lambda>)
        1    0.000    0.000    0.002    0.002 hashlib.py:1(<module>)
        2    0.000    0.000    0.016    0.008 parser.py:1(<module>)
        5    0.000    0.000    0.000    0.000 typing.py:531(Literal)
       56    0.000    0.000    0.000    0.000 _utils.py:30(normalize_header_key)
       86    0.000    0.000    0.000    0.000 typing.py:1308(<genexpr>)
       17    0.000    0.000    0.000    0.000 _mixin.py:15(authority_info)
        1    0.000    0.000    0.071    0.071 __init__.py:117(__init__)
       24    0.000    0.000    0.000    0.000 enum.py:423(__getattr__)
        1    0.000    0.000    0.685    0.685 connection.py:54(handle_request)
        1    0.000    0.000    0.687    0.687 _client.py:976(_send_single_request)
        3    0.000    0.000    0.000    0.000 sync.py:28(write)
        1    0.000    0.000    0.000    0.000 _status_codes.py:4(codes)
        2    0.000    0.000    0.000    0.000 _tasks.py:1(<module>)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
        1    0.000    0.000    0.000    0.000 abc.py:1(<module>)
        1    0.000    0.000    0.120    0.120 sync.py:75(connect_tcp)
        1    0.000    0.000    0.000    0.000 base_events.py:384(BaseEventLoop)
        2    0.000    0.000    0.000    0.000 _models.py:928(<listcomp>)
       28    0.000    0.000    0.000    0.000 functools.py:65(wraps)
        1    0.000    0.000    0.000    0.000 from_thread.py:124(BlockingPortal)
        5    0.000    0.000    0.000    0.000 inspect.py:3199(__str__)
      149    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.001    0.001 tls.py:1(<module>)
       18    0.000    0.000    0.000    0.000 dataclasses.py:379(_tuple_str)
        1    0.000    0.000    0.001    0.001 selectors.py:1(<module>)
       11    0.000    0.000    0.000    0.000 contextlib.py:252(contextmanager)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1713(_parse_hextet)
        1    0.000    0.000    0.004    0.004 _htmlparser.py:1(<module>)
       20    0.000    0.000    0.000    0.000 ipaddress.py:1176(_ip_int_from_string)
       10    0.000    0.000    0.000    0.000 inspect.py:2630(__init__)
        9    0.000    0.000    0.000    0.000 pathlib.py:567(_parse_args)
       68    0.000    0.000    0.000    0.000 os.py:697(__iter__)
       25    0.000    0.000    0.000    0.000 ipaddress.py:477(_prefix_from_prefix_string)
        1    0.000    0.000    0.000    0.000 os.py:48(<listcomp>)
       49    0.000    0.000    0.000    0.000 typing.py:379(__repr__)
        1    0.000    0.000    0.120    0.120 socket.py:808(create_connection)
       38    0.000    0.000    0.000    0.000 element.py:294(<listcomp>)
        1    0.000    0.000    0.000    0.000 message.py:105(Message)
        1    0.000    0.000    0.004    0.004 tempfile.py:1(<module>)
        1    0.000    0.000    0.001    0.001 ntpath.py:1(<module>)
        1    0.000    0.000    0.004    0.004 css_types.py:1(<module>)
        1    0.000    0.000    0.000    0.000 css_match.py:481(CSSMatch)
       14    0.000    0.000    0.000    0.000 css_parser.py:461(__init__)
        1    0.000    0.000    0.000    0.000 mimetypes.py:401(_default_mime_types)
        1    0.000    0.000    0.001    0.001 lowlevel.py:1(<module>)
       14    0.000    0.000    0.015    0.001 css_parser.py:1156(process_selectors)
       63    0.000    0.000    0.000    0.000 {method 'rindex' of 'str' objects}
        1    0.000    0.000    0.000    0.000 cookiejar.py:762(__init__)
        1    0.000    0.000    0.001    0.001 _config.py:151(_create_default_ssl_context)
       15    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       29    0.000    0.000    0.000    0.000 functools.py:479(lru_cache)
       33    0.000    0.000    0.000    0.000 dataclasses.py:438(_field_assign)
        2    0.000    0.000    0.000    0.000 _readers.py:83(maybe_read_from_SEND_RESPONSE_server)
        1    0.000    0.000    0.001    0.001 _common.py:1(<module>)
        1    0.000    0.000    0.001    0.001 stapled.py:1(<module>)
        1    0.000    0.000    0.001    0.001 events.py:1(<module>)
        1    0.000    0.000    0.001    0.001 md.py:1(<module>)
       28    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
       68    0.000    0.000    0.000    0.000 enum.py:245(<genexpr>)
        1    0.000    0.000    0.001    0.001 coroutines.py:1(<module>)
        1    0.000    0.000    0.000    0.000 streams.py:1(<module>)
    55/39    0.000    0.000    0.000    0.000 abc.py:121(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 http11.py:106(_send_request_headers)
        1    0.000    0.000    0.000    0.000 cgi.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method 'write' of '_ssl._SSLSocket' objects}
       19    0.000    0.000    0.000    0.000 ipaddress.py:1150(_make_netmask)
        1    0.000    0.000    0.004    0.004 _config.py:1(<module>)
        1    0.000    0.000    0.686    0.686 default.py:199(handle_request)
        6    0.000    0.000    0.000    0.000 __init__.py:1435(__init__)
        5    0.000    0.000    0.000    0.000 inspect.py:1964(_signature_bound_method)
        1    0.000    0.000    0.009    0.009 _multipart.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selector_events.py:1(<module>)
        1    0.000    0.000    0.000    0.000 element.py:151(PageElement)
        1    0.000    0.000    0.000    0.000 lzma.py:1(<module>)
        3    0.000    0.000    0.000    0.000 parse.py:437(urlsplit)
       15    0.000    0.000    0.000    0.000 __init__.py:219(_acquireLock)
        1    0.000    0.000    0.000    0.000 {built-in method posix.getcwd}
       10    0.000    0.000    0.000    0.000 inspect.py:612(unwrap)
        1    0.000    0.000    0.000    0.000 events.py:204(AbstractEventLoop)
        3    0.000    0.000    0.000    0.000 _models.py:75(<listcomp>)
       48    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _models.py:1380(_get_content_decoder)
        7    0.000    0.000    0.000    0.000 _headers.py:169(get_comma_header)
        1    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
       43    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 models.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _client.py:155(__init__)
        1    0.000    0.000    0.000    0.000 css_match.py:1498(SoupSieve)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        1    0.000    0.000    0.012    0.012 feedparser.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _models.py:123(__init__)
        8    0.000    0.000    0.000    0.000 pathlib.py:619(__str__)
        2    0.000    0.000    0.000    0.000 iri.py:83(from_string)
        2    0.000    0.000    0.000    0.000 ssl.py:561(set_alpn_protocols)
        1    0.000    0.000    0.000    0.000 _base.py:1(<module>)
        1    0.000    0.000    0.002    0.002 header.py:1(<module>)
        2    0.000    0.000    0.000    0.000 interfaces.py:1(<module>)
        6    0.000    0.000    0.000    0.000 abc.py:21(_register)
       61    0.000    0.000    0.000    0.000 dammit.py:2409(<listcomp>)
       72    0.000    0.000    0.000    0.000 typing.py:1320(<genexpr>)
        1    0.000    0.000    0.001    0.001 decoder.py:1(<module>)
       15    0.000    0.000    0.000    0.000 dataclasses.py:549(<dictcomp>)
        1    0.000    0.000    0.001    0.001 base64.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _fileio.py:25(AsyncFile)
       15    0.000    0.000    0.006    0.000 dataclasses.py:1175(wrap)
        1    0.000    0.000    0.000    0.000 _state.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _models.py:63(URL)
        1    0.000    0.000    0.007    0.007 _config.py:98(load_ssl_context_verify)
        2    0.000    0.000    0.000    0.000 _models.py:846(<listcomp>)
        1    0.000    0.000    0.001    0.001 message.py:1(<module>)
        1    0.000    0.000    0.040    0.040 formatter.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _typedattr.py:28(__init_subclass__)
        1    0.000    0.000    0.000    0.000 pathlib.py:538(PurePath)
       25    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        1    0.000    0.000    0.059    0.059 sync.py:42(start_tls)
       39    0.000    0.000    0.000    0.000 dataclasses.py:646(_is_classvar)
        1    0.000    0.000    0.000    0.000 models.py:14(CharsetMatch)
        6    0.000    0.000    0.000    0.000 __init__.py:2071(getLogger)
        1    0.000    0.000    0.000    0.000 charset.py:1(<module>)
        1    0.000    0.000    0.000    0.000 http11.py:40(__init__)
        1    0.000    0.000    0.000    0.000 mimetypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:1563(datetime)
        1    0.000    0.000    0.064    0.064 socket.py:938(getaddrinfo)
       78    0.000    0.000    0.000    0.000 element.py:1536(__eq__)
       26    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1163(__init__)
        1    0.000    0.000    0.001    0.001 _headers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:584(_can_use)
        8    0.000    0.000    0.000    0.000 _models.py:831(__init__)
        1    0.000    0.000    0.001    0.001 staggered.py:1(<module>)
        1    0.000    0.000    0.686    0.686 connection_pool.py:200(handle_request)
        3    0.000    0.000    0.000    0.000 _connection.py:474(send_with_data_passthrough)
        1    0.000    0.000    0.001    0.001 _decoders.py:1(<module>)
        2    0.000    0.000    0.000    0.000 typing.py:2245(__new__)
        6    0.000    0.000    0.000    0.000 dataclasses.py:664(_is_type)
        1    0.000    0.000    0.001    0.001 ipaddress.py:1(<module>)
       30    0.000    0.000    0.000    0.000 dataclasses.py:510(_init_param)
        2    0.000    0.000    0.000    0.000 _models.py:1940(info)
        1    0.000    0.000    0.001    0.001 thread.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sync.py:1(<module>)
        1    0.000    0.000    0.041    0.041 iri.py:1(<module>)
        9    0.000    0.000    0.000    0.000 _connection.py:277(_get_io_object)
        1    0.000    0.000    0.001    0.001 bz2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _utils.py:23(<dictcomp>)
        1    0.000    0.000    0.000    0.000 ssl.py:1001(SSLSocket)
        2    0.000    0.000    0.000    0.000 _testing.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _models.py:826(Headers)
        3    0.000    0.000    0.000    0.000 typing.py:1527(__init_subclass__)
       10    0.000    0.000    0.000    0.000 typing.py:979(__instancecheck__)
       89    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.000    0.000 css_parser.py:676(parse_pseudo_nth)
        1    0.000    0.000    0.000    0.000 futures.py:1(<module>)
        7    0.000    0.000    0.000    0.000 _models.py:975(__getitem__)
       20    0.000    0.000    0.000    0.000 _readers.py:55(_decode_header_lines)
        1    0.000    0.000    0.000    0.000 parseresult.py:1(<module>)
        1    0.000    0.000    0.000    0.000 util.py:1(<module>)
        1    0.000    0.000    1.271    1.271 financial_enhanced.py:1(<module>)
        1    0.000    0.000    0.028    0.028 to_thread.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _writers.py:31(write_request)
       65    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 legacy.py:1(<module>)
        5    0.000    0.000    0.000    0.000 __init__.py:1366(_fixupParents)
        1    0.000    0.000    0.001    0.001 uri.py:1(<module>)
        2    0.000    0.000    0.000    0.000 threading.py:236(__init__)
        1    0.000    0.000    0.000    0.000 _connection.py:128(__init__)
        1    0.000    0.000    0.000    0.000 queue.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _events.py:1(<module>)
       10    0.000    0.000    0.000    0.000 inspect.py:1357(formatannotation)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1846(_split_scope_id)
        2    0.000    0.000    0.000    0.000 idna.py:147(encode)
        2    0.000    0.000    0.000    0.000 posixpath.py:228(expanduser)
        1    0.000    0.000    0.000    0.000 sslproto.py:1(<module>)
        7    0.000    0.000    0.000    0.000 _trace.py:8(__init__)
        6    0.000    0.000    0.000    0.000 socket.py:99(_intenum_converter)
        1    0.000    0.000    0.019    0.019 css_parser.py:328(__init__)
        2    0.000    0.000    0.000    0.000 iri.py:103(encode)
        2    0.000    0.000    0.000    0.000 base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:697(Popen)
        5    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 traceback.py:1(<module>)
        1    0.000    0.000    0.002    0.002 _models.py:1319(text)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
       53    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
        2    0.000    0.000    0.000    0.000 functools.py:800(singledispatch)
        3    0.000    0.000    0.000    0.000 __init__.py:1724(isEnabledFor)
        1    0.000    0.000    0.002    0.002 pretty.py:1(<module>)
        1    0.000    0.000    0.000    0.000 element.py:1144(Tag)
        1    0.000    0.000    0.000    0.000 idna.py:1(<module>)
        5    0.000    0.000    0.000    0.000 typing.py:950(__mro_entries__)
        1    0.000    0.000    0.000    0.000 _events.py:129(_validate)
        1    0.000    0.000    0.000    0.000 __init__.py:6(HTTPStatus)
       30    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
       10    0.000    0.000    0.000    0.000 typing.py:1137(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        7    0.000    0.000    0.000    0.000 sre_parse.py:861(_parse_flags)
       31    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
        2    0.000    0.000    0.000    0.000 exceptions.py:1(<module>)
       18    0.000    0.000    0.000    0.000 dataclasses.py:388(<listcomp>)
       15    0.000    0.000    0.000    0.000 dataclasses.py:592(<listcomp>)
    23/20    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        1    0.000    0.000    0.000    0.000 _typedattr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cookiejar.py:467(parse_ns_headers)
        8    0.000    0.000    0.000    0.000 enum.py:937(_missing_)
        2    0.000    0.000    0.000    0.000 _utils.py:234(get_logger)
        1    0.000    0.000    0.000    0.000 _models.py:601(QueryParams)
       10    0.000    0.000    0.000    0.000 pathlib.py:239(splitroot)
        1    0.000    0.000    0.011    0.011 _policybase.py:1(<module>)
        1    0.000    0.000    0.001    0.001 string.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _auth.py:141(DigestAuth)
        1    0.000    0.000    0.000    0.000 _client.py:125(close)
        5    0.000    0.000    0.000    0.000 inspect.py:66(get_annotations)
       39    0.000    0.000    0.000    0.000 dataclasses.py:654(_is_initvar)
       20    0.000    0.000    0.000    0.000 _readers.py:35(_obsolete_line_fold)
        1    0.000    0.000    0.000    0.000 ssl.py:479(SSLContext)
        1    0.000    0.000    0.000    0.000 _models.py:1919(__init__)
        2    0.000    0.000    0.000    0.000 _resources.py:1(<module>)
       94    0.000    0.000    0.000    0.000 ipaddress.py:577(__int__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2257(_IPv6Constants)
        1    0.000    0.000    0.000    0.000 errors.py:1(<module>)
       45    0.000    0.000    0.000    0.000 dataclasses.py:374(<genexpr>)
        1    0.000    0.000    0.000    0.000 validators.py:1(<module>)
        1    0.000    0.000    0.000    0.000 http11.py:118(_send_request_body)
        3    0.000    0.000    0.000    0.000 __init__.py:872(__init__)
        1    0.000    0.000    0.000    0.000 wsgi.py:1(<module>)
        7    0.000    0.000    0.000    0.000 _collections_abc.py:78(_check_methods)
       15    0.000    0.000    0.000    0.000 dataclasses.py:573(<listcomp>)
        1    0.000    0.000    0.000    0.000 tls.py:17(TLSAttribute)
        6    0.000    0.000    0.000    0.000 dataclasses.py:638(_hash_fn)
        8    0.000    0.000    0.000    0.000 pathlib.py:587(_from_parts)
      110    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
       15    0.000    0.000    0.000    0.000 dataclasses.py:1015(<listcomp>)
