('Total Revenue', '184,903,000', '143,015,000', '110,360,000', '168,088,000', '125,843,000')
         661467 function calls (635819 primitive calls) in 1.271 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 {function socket.close at 0x104973b50}
        1    0.000    0.000    0.011    0.011 _client.py:612(__init__)
      105    0.000    0.000    0.000    0.000 {method 'isdigit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 lowlevel.py:88(RunVar)
       11    0.000    0.000    0.000    0.000 io.py:60(__getattr__)
        1    0.000    0.000    0.000    0.000 heapq.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1535(_IPv4Constants)
        2    0.000    0.000    0.000    0.000 typing.py:2225(_make_nmtuple)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1604(make_cookies)
        1    0.000    0.000    0.000    0.000 http11.py:37(HTTP11Connection)
        1    0.000    0.000    0.000    0.000 pathlib.py:943(Path)
        1    0.000    0.000    0.000    0.000 asgi.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _subprocesses.py:9(Process)
        1    0.000    0.000    0.000    0.000 http11.py:192(_response_closed)
        1    0.000    0.000    0.000    0.000 normalizers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:454(reset)
       77    0.000    0.000    0.000    0.000 {method 'lower' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 _writers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 http11.py:37(AsyncHTTP11Connection)
       15    0.000    0.000    0.000    0.000 __init__.py:228(_releaseLock)
       15    0.000    0.000    0.000    0.000 dataclasses.py:324(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:674(_BaseNetwork)
       15    0.000    0.000    0.000    0.000 dataclasses.py:1041(<listcomp>)
        1    0.000    0.000    0.000    0.000 tls.py:43(TLSStream)
        1    0.000    0.000    0.059    0.059 ssl.py:1334(do_handshake)
        4    0.000    0.000    0.000    0.000 pathlib.py:1314(is_file)
        1    0.000    0.000    0.000    0.000 _tasks.py:23(TaskGroup)
       45    0.000    0.000    0.000    0.000 dataclasses.py:1099(<genexpr>)
        1    0.000    0.000    0.000    0.000 _client.py:313(build_request)
        4    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    0.000    0.000 cookiejar.py:950(set_ok)
        1    0.000    0.000    0.000    0.000 _writers.py:17(write_headers)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:1(<module>)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
        1    0.000    0.000    0.000    0.000 connection_pool.py:44(__init__)
        7    0.000    0.000    0.000    0.000 parse.py:114(_coerce_args)
        1    0.000    0.000    0.000    0.000 calendar.py:52(<listcomp>)
        1    0.000    0.000    0.000    0.000 css_types.py:183(Selector)
        2    0.000    0.000    0.000    0.000 message.py:497(get_all)
        1    0.000    0.000    0.001    0.001 __meta__.py:1(<module>)
       18    0.000    0.000    0.000    0.000 dataclasses.py:603(<genexpr>)
        1    0.000    0.000    0.000    0.000 shlex.py:1(<module>)
        2    0.000    0.000    0.000    0.000 connection_pool.py:181(_close_expired_connections)
        8    0.000    0.000    0.000    0.000 typing.py:406(__getitem__)
        1    0.000    0.000    0.000    0.000 datetime.py:762(date)
        1    0.000    0.000    0.000    0.000 _utils.py:26(<listcomp>)
        1    0.000    0.000    0.874    0.874 _api.py:167(get)
        1    0.000    0.000    0.874    0.874 _api.py:23(request)
        1    0.000    0.000    0.000    0.000 request.py:319(__init__)
        6    0.000    0.000    0.000    0.000 pathlib.py:955(__new__)
        1    0.000    0.000    0.000    0.000 pathlib.py:112(_WindowsFlavour)
        1    0.000    0.000    0.000    0.000 ipaddress.py:386(_IPAddressBase)
        2    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        3    0.000    0.000    0.000    0.000 _connection.py:447(send)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1251(CookieJar)
        1    0.000    0.000    0.000    0.000 _adapters.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _abnf.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        5    0.000    0.000    0.000    0.000 inspect.py:1990(_signature_is_builtin)
        1    0.000    0.000    0.000    0.000 trsock.py:5(TransportSocket)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
       39    0.000    0.000    0.000    0.000 dataclasses.py:660(_is_kw_only)
        9    0.000    0.000    0.000    0.000 enum.py:442(__iter__)
       15    0.000    0.000    0.000    0.000 inspect.py:1872(_signature_get_user_defined_method)
        3    0.000    0.000    0.000    0.000 {method 'strip' of 'bytes' objects}
        6    0.000    0.000    0.000    0.000 dataclasses.py:624(_cmp_fn)
        5    0.000    0.000    0.000    0.000 datetime.py:384(_check_date_fields)
        1    0.000    0.000    0.000    0.000 client.py:789(HTTPConnection)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1491(_cookie_from_cookie_tuple)
       39    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        3    0.000    0.000    0.000    0.000 _models.py:283(origin)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        1    0.000    0.000    0.000    0.000 _lxml.py:1(<module>)
       57    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        1    0.000    0.000    0.003    0.003 _utils.py:285(get_environment_proxies)
       25    0.000    0.000    0.000    0.000 ipaddress.py:434(_ip_int_from_prefix)
       15    0.000    0.000    0.000    0.000 dataclasses.py:1157(dataclass)
        4    0.000    0.000    0.000    0.000 weakref.py:368(__init__)
       71    0.000    0.000    0.000    0.000 signal.py:21(<lambda>)
        1    0.000    0.000    0.000    0.000 _tasks.py:19(CancelScope)
       16    0.000    0.000    0.000    0.000 enum.py:451(__members__)
        5    0.000    0.000    0.000    0.000 inspect.py:2714(__str__)
        1    0.000    0.000    0.000    0.000 request.py:317(Request)
       25    0.000    0.000    0.000    0.000 abc.py:110(register)
        6    0.000    0.000    0.000    0.000 dataclasses.py:843(_hash_add)
        7    0.000    0.000    0.000    0.000 _models.py:984(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:71(BeautifulSoup)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1685(extract_cookies)
        5    0.000    0.000    0.000    0.000 typing.py:1267(__hash__)
        1    0.000    0.000    0.000    0.000 mock.py:1(<module>)
        1    0.000    0.000    0.000    0.000 connection_pool.py:39(AsyncConnectionPool)
        8    0.000    0.000    0.000    0.000 formatter.py:49(__init__)
        1    0.000    0.000    0.000    0.000 interfaces.py:16(RequestInterface)
        1    0.000    0.000    0.000    0.000 intranges.py:1(<module>)
        1    0.000    0.000    0.000    0.000 locks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:2185(timezone)
       96    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        2    0.000    0.000    0.000    0.000 datetime.py:1239(__new__)
        1    0.000    0.000    0.001    0.001 __init__.py:71(search_function)
        1    0.000    0.000    0.000    0.000 random.py:103(Random)
        1    0.000    0.000    0.000    0.000 client.py:239(HTTPResponse)
        6    0.000    0.000    0.000    0.000 pathlib.py:606(_format_parsed_parts)
        2    0.000    0.000    0.000    0.000 _decoders.py:196(flush)
        1    0.000    0.000    0.000    0.000 interfaces.py:16(AsyncRequestInterface)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1875(IPv6Address)
        1    0.000    0.000    0.000    0.000 threading.py:809(Thread)
        1    0.000    0.000    0.000    0.000 selector_events.py:48(BaseSelectorEventLoop)
        2    0.000    0.000    0.000    0.000 http2.py:1(<module>)
        2    0.000    0.000    0.000    0.000 parse.py:372(urlparse)
        1    0.000    0.000    0.000    0.000 connection_pool.py:143(_attempt_to_acquire_connection)
       70    0.000    0.000    0.000    0.000 signal.py:16(<lambda>)
        1    0.000    0.000    0.000    0.000 ssl.py:840(SSLObject)
        3    0.000    0.000    0.000    0.000 cgi.py:218(_parseparam)
        5    0.000    0.000    0.000    0.000 inspect.py:2991(from_callable)
        4    0.000    0.000    0.000    0.000 _collections_abc.py:813(get)
        1    0.000    0.000    0.000    0.000 pathlib.py:282(_NormalAccessor)
        1    0.000    0.000    0.000    0.000 __init__.py:51(lookup)
        1    0.000    0.000    0.000    0.000 ssl.py:1198(send)
        1    0.000    0.000    0.000    0.000 compat.py:1(<module>)
        3    0.000    0.000    0.000    0.000 http11.py:130(_send_event)
        2    0.000    0.000    0.000    0.000 threading.py:359(notify)
        1    0.000    0.000    0.000    0.000 struct.py:1(<module>)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        1    0.000    0.000    0.000    0.000 _signals.py:1(<module>)
        5    0.000    0.000    0.000    0.000 _models.py:1037(__contains__)
       17    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 queues.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
        1    0.000    0.000    0.000    0.000 _utils.py:138(netrc_info)
        1    0.000    0.000    0.001    0.001 string.py:69(__init_subclass__)
        1    0.000    0.000    0.000    0.000 css_match.py:378(Inputs)
       28    0.000    0.000    0.000    0.000 _utils.py:46(normalize_header_value)
        1    0.000    0.000    0.000    0.000 threading.py:1379(__init__)
        3    0.000    0.000    0.000    0.000 datetime.py:1571(__new__)
        1    0.000    0.000    0.000    0.000 tls.py:208(TLSListener)
        1    0.000    0.000    0.000    0.000 datetime.py:1214(time)
        2    0.000    0.000    0.000    0.000 _models.py:837(<listcomp>)
        1    0.000    0.000    0.000    0.000 _utils.py:7(is_socket_readable)
        5    0.000    0.000    0.000    0.000 threading.py:90(RLock)
        1    0.000    0.000    0.000    0.000 sslproto.py:283(_SSLProtocolTransport)
        1    0.000    0.000    0.001    0.001 readers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _mixin.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:820(__init__)
       67    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        1    0.000    0.000    0.001    0.001 scanner.py:1(<module>)
       13    0.000    0.000    0.000    0.000 _mixin.py:56(_match_subauthority)
        1    0.000    0.000    0.000    0.000 _html5lib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:373(HTMLTreeBuilder)
        1    0.000    0.000    0.000    0.000 threading.py:979(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 connection_pool.py:268(response_closed)
        1    0.000    0.000    0.001    0.001 _impl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 iterators.py:1(<module>)
        5    0.000    0.000    0.000    0.000 inspect.py:3245(signature)
        1    0.000    0.000    0.059    0.059 ssl.py:506(wrap_socket)
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        1    0.000    0.000    0.000    0.000 client.py:108(<dictcomp>)
        3    0.000    0.000    0.000    0.000 pathlib.py:1430(expanduser)
        1    0.000    0.000    0.000    0.000 ssl.py:182(_TLSAlertType)
        4    0.000    0.000    0.000    0.000 formatter.py:131(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method zlib.decompressobj}
        1    0.000    0.000    0.001    0.001 _parseaddr.py:1(<module>)
       15    0.000    0.000    0.000    0.000 inspect.py:2962(<genexpr>)
       15    0.000    0.000    0.000    0.000 dataclasses.py:1044(<listcomp>)
        1    0.000    0.000    0.000    0.000 request.py:1695(URLopener)
        2    0.000    0.000    0.000    0.000 types.py:249(coroutine)
       30    0.000    0.000    0.000    0.000 {method 'extend' of 'bytearray' objects}
        2    0.000    0.000    0.000    0.000 {method '_set_alpn_protocols' of '_ssl._SSLContext' objects}
        6    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        1    0.000    0.000    0.974    0.974 financial_enhanced.py:40(result)
        1    0.000    0.000    0.000    0.000 from_thread.py:68(_BlockingAsyncContextManager)
       15    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 _models.py:1019(__delitem__)
        1    0.000    0.000    0.000    0.000 socket.py:214(socket)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _multipart.py:175(MultipartStream)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:832(items)
        1    0.000    0.000    0.000    0.000 base_futures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _models.py:606(__init__)
        1    0.000    0.000    0.000    0.000 cookiejar.py:151(_str2time)
        2    0.000    0.000    0.000    0.000 __init__.py:567(__init__)
        1    0.000    0.000    0.001    0.001 _markupbase.py:1(<module>)
       34    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _trace.py:1(<module>)
        1    0.000    0.000    0.000    0.000 http_proxy.py:52(AsyncHTTPProxy)
        1    0.000    0.000    0.000    0.000 _models.py:1126(_prepare)
        1    0.000    0.000    0.007    0.007 default.py:113(__init__)
        2    0.000    0.000    0.000    0.000 typing.py:2227(<dictcomp>)
        4    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
       26    0.000    0.000    0.000    0.000 typing.py:806(<genexpr>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1128(_BaseV4)
        1    0.000    0.000    0.000    0.000 datetime.py:442(timedelta)
        1    0.000    0.000    0.000    0.000 _synchronization.py:273(Semaphore)
        3    0.000    0.000    0.000    0.000 typing.py:1072(__repr__)
        1    0.000    0.000    0.000    0.000 _client.py:386(_merge_cookies)
        1    0.000    0.000    0.000    0.000 format_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _models.py:1074(__init__)
        1    0.000    0.000    0.000    0.000 uri.py:121(normalize)
        1    0.000    0.000    0.000    0.000 css_types.py:97(ImmutableDict)
        9    0.000    0.000    0.000    0.000 _mixin.py:59(host)
        1    0.000    0.000    0.000    0.000 _typedattr.py:37(TypedAttributeProvider)
        1    0.000    0.000    0.000    0.000 _models.py:1073(Request)
        1    0.000    0.000    0.000    0.000 cgi.py:230(parse_header)
       10    0.000    0.000    0.000    0.000 __init__.py:193(_checkLevel)
        6    0.000    0.000    0.000    0.000 _synchronization.py:60(__exit__)
       25    0.000    0.000    0.000    0.000 ipaddress.py:418(_check_int_address)
        2    0.000    0.000    0.000    0.000 {method 'replace' of 'code' objects}
        1    0.000    0.000    0.000    0.000 {method 'getpeername' of '_socket.socket' objects}
       15    0.000    0.000    0.000    0.000 inspect.py:277(isfunction)
       56    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        4    0.000    0.000    0.000    0.000 ssl.py:456(__new__)
        1    0.000    0.000    0.000    0.000 cookiejar.py:875(DefaultCookiePolicy)
        2    0.000    0.000    0.000    0.000 _models.py:965(update)
        1    0.000    0.000    0.000    0.000 queues.py:20(Queue)
        4    0.000    0.000    0.000    0.000 functools.py:844(register)
        1    0.000    0.000    0.000    0.000 connection_pool.py:39(ConnectionPool)
       13    0.000    0.000    0.000    0.000 _util.py:114(bytesify)
        1    0.000    0.000    0.000    0.000 parse.py:147(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 _models.py:1352(charset_encoding)
        9    0.000    0.000    0.000    0.000 __init__.py:786(__init__)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        5    0.000    0.000    0.000    0.000 datetime.py:397(_check_time_fields)
        1    0.000    0.000    0.000    0.000 _client.py:434(_build_request_auth)
        1    0.000    0.000    0.000    0.000 _main.py:1(<module>)
        1    0.000    0.000    0.863    0.863 _client.py:856(send)
        2    0.000    0.000    0.000    0.000 functools.py:188(total_ordering)
        1    0.000    0.000    0.000    0.000 connection.py:25(AsyncHTTPConnection)
        1    0.000    0.000    0.000    0.000 __init__.py:1420(Logger)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:260(handle_decl)
        1    0.000    0.000    0.000    0.000 base_tasks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 css_types.py:33(Immutable)
        5    0.000    0.000    0.000    0.000 typing.py:283(_flatten_literal_params)
        1    0.000    0.000    0.001    0.001 _models.py:1780(extract_cookies)
        1    0.000    0.000    0.000    0.000 memory.py:26(MemoryObjectStreamState)
       35    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 _htmlparser.py:307(__init__)
        2    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 _config.py:189(Timeout)
       34    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 random.py:128(seed)
        1    0.000    0.000    0.000    0.000 runners.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _synchronization.py:365(CapacityLimiter)
        1    0.000    0.000    0.000    0.000 encoders.py:1(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:504(detach)
        2    0.000    0.000    0.000    0.000 parse.py:889(quote_from_bytes)
        1    0.000    0.000    0.000    0.000 _testing.py:8(TestRunner)
        2    0.000    0.000    0.000    0.000 socks_proxy.py:1(<module>)
        2    0.000    0.000    0.000    0.000 threading.py:538(__init__)
        1    0.000    0.000    0.007    0.007 _config.py:75(load_ssl_context)
       19    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        1    0.000    0.000    0.687    0.687 _client.py:905(_send_handling_auth)
        1    0.000    0.000    0.000    0.000 css_types.py:351(SelectorList)
        1    0.000    0.000    0.000    0.000 streams.py:375(StreamReader)
        1    0.000    0.000    0.000    0.000 memory.py:42(MemoryObjectReceiveStream)
        5    0.000    0.000    0.000    0.000 typing.py:184(_type_repr)
       15    0.000    0.000    0.000    0.000 ssl.py:995(_sslcopydoc)
        1    0.000    0.000    0.000    0.000 queue.py:28(Queue)
        3    0.000    0.000    0.000    0.000 _synchronization.py:53(__init__)
        3    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
        1    0.000    0.000    0.000    0.000 _models.py:1201(__init__)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:10(BaseSubprocessTransport)
        1    0.000    0.000    0.000    0.000 cProfile.py:1(<module>)
       29    0.000    0.000    0.000    0.000 typing.py:1996(overload)
        1    0.000    0.000    0.000    0.000 os.py:44(_get_exports_list)
        3    0.000    0.000    0.000    0.000 __init__.py:853(_addHandlerRef)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1394(_normalized_cookie_tuples)
        3    0.000    0.000    0.000    0.000 uri.py:85(__new__)
        1    0.000    0.000    0.000    0.000 _client.py:278(headers)
        1    0.000    0.000    0.000    0.000 base64mime.py:1(<module>)
       28    0.000    0.000    0.000    0.000 __init__.py:579(__missing__)
        1    0.000    0.000    0.000    0.000 models.py:277(CharsetMatches)
        1    0.000    0.000    0.007    0.007 _config.py:61(__init__)
        1    0.000    0.000    0.000    0.000 memory.py:154(MemoryObjectSendStream)
        1    0.000    0.000    0.000    0.000 _compat.py:154(DeprecatedAsyncContextManager)
        5    0.000    0.000    0.000    0.000 inspect.py:3007(replace)
        1    0.000    0.000    0.000    0.000 _base.py:315(Future)
       18    0.000    0.000    0.000    0.000 iri.py:127(<genexpr>)
        1    0.000    0.000    0.000    0.000 stapled.py:78(MultiListener)
        1    0.000    0.000    0.000    0.000 _compat.py:134(DeprecatedAwaitableList)
       15    0.000    0.000    0.000    0.000 dataclasses.py:375(<genexpr>)
       35    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        7    0.000    0.000    0.000    0.000 _models.py:891(<listcomp>)
        2    0.000    0.000    0.000    0.000 iri.py:47(__new__)
        3    0.000    0.000    0.000    0.000 _models.py:894(<dictcomp>)
        5    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:1795(LoggerAdapter)
        1    0.000    0.000    0.000    0.000 _markupbase.py:23(ParserBase)
        1    0.000    0.000    0.000    0.000 cgi.py:279(FieldStorage)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:421(spec_from_loader)
        1    0.000    0.000    0.000    0.000 uu.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _models.py:311(Request)
        1    0.000    0.000    0.000    0.000 socket.py:494(_real_close)
        1    0.000    0.000    0.000    0.000 {method 'split' of 'bytearray' objects}
        4    0.000    0.000    0.000    0.000 functools.py:946(__init__)
        1    0.000    0.000    0.000    0.000 parse.py:1033(_splittype)
        2    0.000    0.000    0.000    0.000 _utils.py:260(trace)
        1    0.000    0.000    0.000    0.000 css_parser.py:325(SpecialPseudoPattern)
        2    0.000    0.000    0.000    0.000 threading.py:561(set)
        1    0.000    0.000    0.000    0.000 _decoders.py:247(__init__)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1583(_cookies_from_attrs_set)
        1    0.000    0.000    0.000    0.000 css_parser.py:362(_Selector)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1269(IPv4Address)
        6    0.000    0.000    0.000    0.000 _synchronization.py:56(__enter__)
        1    0.000    0.000    0.000    0.000 __init__.py:101(TreeBuilder)
        1    0.000    0.000    0.000    0.000 selector_events.py:757(_SelectorSocketTransport)
        1    0.000    0.000    0.000    0.000 _synchronization.py:185(Condition)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        2    0.000    0.000    0.000    0.000 connection_pool.py:15(RequestStatus)
       16    0.000    0.000    0.000    0.000 typing.py:1200(<genexpr>)
        1    0.000    0.000    0.000    0.000 futures.py:29(Future)
        1    0.000    0.000    0.000    0.000 _models.py:951(<listcomp>)
        1    0.000    0.000    0.000    0.000 unix_events.py:57(_UnixSelectorEventLoop)
        1    0.000    0.000    0.000    0.000 abc.py:166(InspectLoader)
        1    0.000    0.000    0.505    0.505 http11.py:136(_receive_response_headers)
        1    0.000    0.000    0.000    0.000 tempfile.py:782(TemporaryDirectory)
        1    0.000    0.000    0.000    0.000 cookiejar.py:648(request_path)
        1    0.000    0.000    0.000    0.000 stapled.py:45(StapledObjectStream)
        1    0.000    0.000    0.000    0.000 default.py:247(AsyncHTTPTransport)
        1    0.000    0.000    0.000    0.000 http_proxy.py:150(ForwardHTTPConnection)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1266(__init__)
        1    0.000    0.000    0.000    0.000 _models.py:350(Response)
        1    0.000    0.000    0.000    0.000 {method 'poll' of 'select.poll' objects}
        1    0.000    0.000    0.000    0.000 subprocess.py:424(CompletedProcess)
        2    0.000    0.000    0.000    0.000 parse.py:818(quote)
        3    0.000    0.000    0.000    0.000 _models.py:57(enforce_headers)
        1    0.000    0.000    0.000    0.000 _client.py:1263(__exit__)
        1    0.000    0.000    0.000    0.000 error.py:1(<module>)
        1    0.000    0.000    0.000    0.000 queue.py:258(_PySimpleQueue)
        1    0.000    0.000    0.000    0.000 auto.py:1(<module>)
        9    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 connection.py:25(HTTPConnection)
       12    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _testing.py:7(TaskInfo)
        9    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 ssl.py:223(_TLSMessageType)
        1    0.000    0.000    0.000    0.000 netrc.py:1(<module>)
        1    0.000    0.000    0.071    0.071 _htmlparser.py:384(feed)
        1    0.000    0.000    0.000    0.000 request.py:343(full_url)
       23    0.000    0.000    0.000    0.000 typing.py:1256(<genexpr>)
        1    0.000    0.000    0.000    0.000 connection_pool.py:16(__init__)
        1    0.000    0.000    0.000    0.000 quopri.py:1(<module>)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1016(set_ok_domain)
        1    0.000    0.000    0.000    0.000 cookiejar.py:81(_timegm)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1386(IPv4Interface)
        1    0.000    0.000    0.000    0.000 http_proxy.py:150(AsyncForwardHTTPConnection)
        2    0.000    0.000    0.000    0.000 _config.py:203(__init__)
        5    0.000    0.000    0.000    0.000 inspect.py:2002(_signature_is_functionlike)
        1    0.000    0.000    0.000    0.000 connection_pool.py:299(close)
        1    0.000    0.000    0.000    0.000 _mixin.py:10(URIMixin)
        1    0.000    0.000    0.000    0.000 tasks.py:74(Task)
        1    0.000    0.000    0.000    0.000 _mixin.py:316(unsplit)
        1    0.000    0.000    0.000    0.000 _synchronization.py:101(Lock)
        2    0.000    0.000    0.000    0.000 hashlib.py:82(__get_builtin_constructor)
        7    0.000    0.000    0.000    0.000 _models.py:886(raw)
        1    0.000    0.000    0.000    0.000 weakref.py:105(__init__)
        1    0.000    0.000    0.000    0.000 _models.py:202(username)
        2    0.000    0.000    0.000    0.000 api.py:41(iri_reference)
        1    0.000    0.000    0.000    0.000 _models.py:1153(read)
        2    0.000    0.000    0.000    0.000 functools.py:191(<setcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:478(register_treebuilders_from)
        1    0.000    0.000    0.000    0.000 cookiejar.py:233(http2time)
       36    0.000    0.000    0.000    0.000 _policybase.py:201(header_max_count)
        1    0.000    0.000    0.000    0.000 abc.py:354(Traversable)
       14    0.000    0.000    0.000    0.000 typing.py:1311(<genexpr>)
        1    0.000    0.000    0.000    0.000 threading.py:615(Barrier)
        1    0.000    0.000    0.000    0.000 _utils.py:132(NetRCInfo)
        9    0.000    0.000    0.000    0.000 css_types.py:394(pickle_register)
        1    0.000    0.000    0.000    0.000 shlex.py:19(shlex)
        1    0.000    0.000    0.000    0.000 _receivebuffer.py:1(<module>)
        6    0.000    0.000    0.000    0.000 dataclasses.py:844(<listcomp>)
        7    0.000    0.000    0.000    0.000 _trace.py:20(__exit__)
        1    0.000    0.000    0.863    0.863 _client.py:748(request)
        1    0.000    0.000    0.000    0.000 zipfile.py:2228(Path)
        1    0.000    0.000    0.000    0.000 css_types.py:147(Namespaces)
        1    0.000    0.000    0.000    0.000 _state.py:201(__init__)
        2    0.000    0.000    0.000    0.000 _connection.py:56(_body_framing)
        1    0.000    0.000    0.000    0.000 _multipart.py:69(FileField)
        1    0.000    0.000    0.000    0.000 ssl.py:599(minimum_version)
        2    0.000    0.000    0.000    0.000 _models.py:355(__init__)
        1    0.000    0.000    0.874    0.874 financial_enhanced.py:18(connect_to_server)
        1    0.000    0.000    0.000    0.000 parse.py:110(_decode_args)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 log.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1291(Manager)
        1    0.000    0.000    0.000    0.000 _compat.py:111(DeprecatedAwaitableFloat)
        1    0.000    0.000    0.000    0.000 feedparser.py:136(FeedParser)
       36    0.000    0.000    0.000    0.000 _policybase.py:305(header_store_parse)
        2    0.000    0.000    0.001    0.000 codecs.py:319(decode)
        3    0.000    0.000    0.000    0.000 _models.py:893(keys)
        1    0.000    0.000    0.000    0.000 calendar.py:148(Calendar)
        2    0.000    0.000    0.000    0.000 sync.py:60(get_extra_info)
        1    0.000    0.000    0.000    0.000 _auth.py:14(Auth)
        1    0.000    0.000    0.000    0.000 parseresult.py:82(ParseResult)
        1    0.000    0.000    0.000    0.000 _models.py:1646(close)
        1    0.000    0.000    0.000    0.000 _utils.py:392(sync_elapsed)
        5    0.000    0.000    0.000    0.000 _collections_abc.py:820(__contains__)
        1    0.000    0.000    0.001    0.001 __init__.py:40(__getattr__)
        1    0.000    0.000    0.000    0.000 http_proxy.py:52(HTTPProxy)
        5    0.000    0.000    0.000    0.000 request.py:401(add_header)
        1    0.000    0.000    0.000    0.000 parser.py:255(parse_html_declaration)
        1    0.000    0.000    0.000    0.000 connection.py:26(__init__)
